chunk_id,doc_id,filename,chunk_index,strategy,chunk_size_tokens,word_count,text
text48_fixed_0004,text48,text48.md,4,fixed,250,192,"29, 2025, the government laid out how they would implement the DACA program if they were to follow the 5th Circuit's mandate but noted that 'these proposals do not limit DHS from undertaking any future lawful changes to DACA.' For example, the U.S. Department of Homeland Security (DHS) could issue a new rule like the 2022 DACA rule making changes to the DACA program or USCIS could issue guidance on how to implement what the court orders next. Please check this website and the Home Is Here's Frequently Asked Questions: Guidance for DACA recipients and legal practitioners for updates.

The back and forth in the courts make it clear that we need Congress to act now. Immigrants across the country are fighting to create a pathway to citizenship for all that is inclusive of DACA beneficiaries and their families.

Sign up for updates on our class action website: dacaclassaction.org.

Learn more about the Home Is Here Campaign to protect DACA recipients and their families by visiting the website: homeishere.us.

Email Address

CONTACT US

DONATE

IMMIGRANT JUSTICE FUND

©NILC

Disclaimer

Privacy Policy

Site made with

by  Creatives with a Conscience

SEE OPEN POSITIONS"
text49_fixed_0000,text49,text49.md,0,fixed,512,420,"1. Defense Goals
2. U.S. Citizen
3. Lawful Permanent Resident
4. Undocumented People
5. Inadmissible and Deportable

This section defines some basic terms and concepts. In these materials, a United States citizen is referred to as a USC, a lawful permanent resident ('green card' holder) is an LPR, and a person with no current lawful immigration status is referred to as an undocumented person.

Each immigrant defendant needs an individual case analysis, based on the person's current or hoped-for immigration status, all prior convictions, and a basic account of their immigration history. To gather this information, use an Immigrant Defendant Questionnaire.

Once you have the information, the best way for a defender to identify the defense goal is to get advice from an expert in immigration and crimes ('crim/imm'). This may be an in-house expert in your office or an outside expert who agrees to advise. They can tell you if the client needs to prioritize avoiding a deportable conviction, an inadmissible conviction, or some other disposition that would destroy eligibility to apply for some immigration 'relief.' Immigration relief refers to a defense against removal or application for lawful status for which the client may be eligible.

If you are not the expert, you still want to understand the basics of what is happening. You will be the one to explain this to your client, and perhaps to the prosecutor or judge. You might want to review a

short guide like ILRC, How to Analyze a Crim/Imm Case: Four Questions to Identify Case Goals (March 2023). 1 It explains basic concepts and the reasoning and can help you explain them to others.

Along with trying to protect immigration status or potential status - the crim/imm analysis -- defense counsel provide other critical protections to their immigrant clients.

- Avoid a conviction that subjects the client to ' mandatory detention ,' which is ICE detention with no right to a bond hearing or release on bond. See Part K, below. If not subject to mandatory detention, then if they are detained by ICE they at least will have a bond hearing.
- Be aware of beneficial California law that restricts jailors, prosecutors, probation officers, and others from transferring someone directly from jail to ICE. Note the exceptions based on a person's criminal history. See discussion of SB 54 and other laws at Part L, below.
- Help clients understand their Fourth and Fifth Amendment rights when it comes to speaking with ICE and other law enforcement. This includes the right to"
text49_fixed_0001,text49,text49.md,1,fixed,512,387,"based on a person's criminal history. See discussion of SB 54 and other laws at Part L, below.
- Help clients understand their Fourth and Fifth Amendment rights when it comes to speaking with ICE and other law enforcement. This includes the right to remain silent and to not open a door. See more information and free resources for public defenders and immigration advocates in over 50 languages at https://www.ilrc.org/redcards.

For citations and more information, see citizenship sections of the Immigration Relief Toolkit (2024) and other resources. 2

Federal immigration law provides that a person who is a USC cannot be 'removed' (legally deported or denied admission to the U.S.) or placed in removal proceedings. Generally, USC status is permanent unless the person relinquishes their citizenship or is found to have wrongfully obtained U.S. citizenship.

Anyone who is born in the U.S., Puerto Rico, Guam, or U.S. Virgin Islands, and many people born in Northern Mariana Islands, are USCs. People born in American Samoa and Swains Islands are U.S. nationals; they are not USCs, but they cannot be deported. There are exceptions for some children of foreign officials.

Important to our work, people who were born outside the U.S. might have become U.S. citizens automatically, without filing an application, if either: (a) at their birth, one or both parents was a USC, or (b) two events happened in either order and before their 18 th birthday: they became or were going to become an LPR, and one or both of their parents was a USC. (For this purpose, 'parents' includes biological and adoptive parents but not stepparents.) Many people born abroad are USCs and don't know it. They even may have been deported and gone to federal prison for illegal entry. Good immigration questionnaires, including the above, contain basic questions to flag the possibility. Then someone must determine whether the person actually is a USC, because the rules vary based on date of birth. 3 The good news is that immigration nonprofits often can take on these cases.

An LPR, or 'green card'-holder, has the right to live and work permanently in the U.S. as long as they do not become 'removable.' In most cases, an LPR is removable only if they become 'deportable' under

1 See this and other crim/imm aides at www.ilrc.org/crimes-summaries.

2 See sections"
text49_fixed_0002,text49,text49.md,2,fixed,512,355,"not become 'removable.' In most cases, an LPR is removable only if they become 'deportable' under

1 See this and other crim/imm aides at www.ilrc.org/crimes-summaries.

2 See sections 3 and 4 in the Relief Toolkit at www.ilrc.org/crimes-summaries and see resources at https://www.ilrc.org/citizenship-and-naturalization. See also ILRC, Naturalization and U.S. Citizenship, An Essential Legal Guide (2025) at https://store.ilrc.org/publications.

3 See the above resources as well as ILRC, Acquisition and Derivation of Citizenship Charts (2024), https://www.ilrc.org/resources/acquisition-derivation-quick-reference-charts.

INA 237(a), 8 USC 1227(a). If an LPR becomes deportable, they can be arrested, detained, and placed in removal proceedings. Unless they can apply for and are granted some defense or new immigration status, the deportable LPR can be stripped of their status and removed. After a specific period of time as an LPR, the person may be able to apply to naturalize and become a USC. 4

Note on travel : If the client became an LPR and then traveled outside the U.S., they might have harmed their lawful status . See Section 5.c ., LPRs Who Travel, below.

Millions of people have lived in the United States for decades but still do not have lawful immigration status. They may have been admitted as a visitor or student and overstayed their visa, or entered without inspection (see discussion in Part 5 , below). They may have USC children and spouses, but for legal or financial reasons are unable to obtain lawful status. Because they are undocumented, they can be placed in removal proceedings and removed, unless they are eligible to apply for lawful status or a defense to removal, referred to as immigration 'relief.' A critical defense goal is (a) to identify what, if any, relief the person might be eligible for, and (b) to try to avoid a criminal disposition that will destroy that eligibility. One resource for this is the free ILRC Immigration Relief Toolkit (2024). It includes a twopage summary of each form of immigration relief (family visa, asylum, Temporary Protected Status, etc.), requirements for eligibility, and the types of crimes that will make the person ineligible.

You can provide undocumented clients with critical information about their rights"
text49_fixed_0003,text49,text49.md,3,fixed,512,357,"a twopage summary of each form of immigration relief (family visa, asylum, Temporary Protected Status, etc.), requirements for eligibility, and the types of crimes that will make the person ineligible.

You can provide undocumented clients with critical information about their rights under state and federal law, including the right to decline to talk to immigration and other law enforcement about place of birth. For free information and hand-outs in multiple languages, go to https://www.ilrc.org/redcards.

The Immigration and Nationality Act (INA) sets out two lists of reasons that a noncitizen can be 'removed' (colloquially, 'deported') from the U.S.: the grounds of 'inadmissibility' and the grounds of 'deportability.' These grounds are incorporated into other penalties, as well.

Distinguishing inadmissibility from deportability matters to criminal defenders because the criminal grounds are different, although overlapping. Some criminal offenses only affect inadmissibility, while others are only grounds for deportability. Some crimes, such as most controlled substance offenses, affect both. When a person is removable but is applying for relief, the grounds of inadmissibility and deportability, as well as other specific criminal bars, may apply, depending on the relief sought.

When people who are not 'admitted' to the U.S. are placed in removal proceedings, they will be charged with being inadmissible under INA § 212(a), 8 USC § 1182(a).

Who is seeking admission? A noncitizen who asks to enter the U.S. at a port of entry (border, international airport, etc.) is seeking to be 'admitted' and is subject to the grounds of inadmissibility. If border officials believe the person does not qualify for admission - for example, because they have a criminal conviction that is a ground of inadmissibility, or they lack a valid visa or other authorization for entry, authorities may deny admission and put the person in removal proceedings, charging them with being inadmissible. 5

4 See section 4 in the Relief Toolkit ; resources at https://www.ilrc.org/citizenship-and-naturalization; and ILRC, Naturalization and U.S. Citizenship, An Essential Legal Guide (2025) at https://store.ilrc.org/publications.

5 In many situations at the border, such a person may be subject to 'expedited removal' which is a deportation ordered by a DHS agent without removal proceedings before a judge"
text49_fixed_0004,text49,text49.md,4,fixed,512,378,"Guide (2025) at https://store.ilrc.org/publications.

5 In many situations at the border, such a person may be subject to 'expedited removal' which is a deportation ordered by a DHS agent without removal proceedings before a judge. For more about expedited removal, see ILRC,

This same process applies to a noncitizen who is inside the U.S. after they entered without inspection at a border (referred to as 'EWI'). The person has not been 'admitted,' so if they are placed in removal proceedings, they will be charged with being inadmissible - even if they have lived here for years. A person who was paroled, rather than admitted, into the U.S. also is still subject to the grounds of inadmissibility. These people can be found inadmissible just for EWI or lack of lawful status.

Example: In 1993, Flavia crossed the Rio Grande and entered the U.S. without inspection (she 'EWI'd'). She has remained here ever since but has no lawful status. If she is placed in removal proceedings, she will be charged with being inadmissible under INA § 212(a) because she entered without inspection and lacks lawful status.

Example: Marcel EWI'd and later was granted Temporary Protected Status (TPS) for Haitians. Now TPS for Haitians has been terminated so Marcel has no lawful status. If he is placed in removal proceedings he will be charged with being inadmissible under INA 212(a) because he EWI'd and lacks lawful status.

A person who was admitted to the U.S. on any kind of visa is not in this category, because they have been admitted. If they ever are placed in removal proceedings in the U.S., they will be charged with being deportable under INA § 237(a), not inadmissible. See next section.

ICE can detain people who are placed in removal proceedings. If the person has certain criminal convictions, they may be subject to 'mandatory detention' with no release on bond. See Part K , below.

A noncitizen who has been 'admitted' to the U.S. in any status can be removed subject to the grounds of deportability . See INA § 237(a), 8 USC § 1227(a). An 'admission' to the U.S. is a legal term that includes (a) entering the country with a visa or lawful status, after inspection at a port of entry, or (b"
text49_fixed_0005,text49,text49.md,5,fixed,512,317,"), 8 USC § 1227(a). An 'admission' to the U.S. is a legal term that includes (a) entering the country with a visa or lawful status, after inspection at a port of entry, or (b) 'adjusting status' to an LPR (completing the process to get a green card while in the U.S.), even if the person earlier entered without admission. Note that some grants of lesser or temporary status, such as TPS and DACA, are not 'admissions' and that in removal proceedings, these individuals would still be charged with inadmissibility if they were not previously admitted on a visa. 6

If a person who has been admitted but comes within a deportation ground, they can be placed in removal proceedings and removed, unless they are eligible for some relief. If they have a criminal record, they might be subject to mandatory detention. See Part K , below.

Example: An LPR is convicted of selling fentanyl, a deportable offense under INA 237(a)(2), so they can be placed in removal proceedings.

Example: A person on a student, tourist or other non-immigrant visa who has stayed past their permitted time, or violated the terms of the visa, is deportable under § 237(a)(1) due to their lack of current lawful permission to be here, regardless of whether they have a criminal record.

Expedited Removal Toolkit (Feb. 2025) at https://www.ilrc.org/sites/default/files/2025-

02/Toolkit%20to%20Assist%20People%20Facing%20Expanded%20Expedited%20Removal\0.pdf.

6 See USCIS PA-2025-25 Admission for Adjustment of Status under INA 245(a), Nov. 3, 2025, https://www.uscis.gov/sites/default/files/document/policy-manual-updates/20251103-AOSAdmission.pdf and Sanchez v. Mayorkas, 593 U.S. 409 (2021). However, people who have been admitted on a U visa from outside the country would be subject to deportability grounds as would individuals who hold TPS, left the country on TPS travel and were admitted on their return See also ILRC, New Policy on TPS and Travel (Mar. 2023).

Usually, LPRs have been admitted into the U.S. or adjusted status (become LPRs) within the U.S., which means"
text49_fixed_0006,text49,text49.md,6,fixed,512,385,"return See also ILRC, New Policy on TPS and Travel (Mar. 2023).

Usually, LPRs have been admitted into the U.S. or adjusted status (become LPRs) within the U.S., which means that they can be removed only if they are deportable , not inadmissible. See above discussion. But this might change if the LPR takes a trip outside the U.S.

An LPR who leaves the U.S. on a trip usually enjoys a special legal benefit: unlike all other immigrants, LPRs are not considered to be seeking a new 'admission' when they return to a U.S. port of entry, and they can reenter the U.S. without having to prove that they are 'admissible.' But if the government can prove that the LPR comes within any of six exceptions - for example, that the LPR traveled after they committed an offense listed in the criminal grounds of inadmissibility , or if they just stayed outside the U.S. for more than six months 7 -- then upon their return at the border, the LPR will be treated like any other noncitizen: they are seeking a new admission, and either must prove that they are admissible or be granted a waiver of inadmissibility to be admitted. 8 They can be placed in removal proceedings charged with being inadmissible.

What if the LPR should have been stopped and charged with being inadmissible in removal proceedings, but the border officer wrongly let the LPR enter? In that case, the LPR can be placed in removal proceedings charged with being deportable for having been inadmissible at last entry, INA § 237(a)(1).

The moral is: if a client became an LPR and then took a trip outside the U.S., look carefully at what happened before they traveled. Analyze convictions that occurred before the person left the U.S.

Example: In 2019, Trey was convicted of a CIMT offense that made him inadmissible but not deportable. If Trey stays in the U.S., he will be safe. As an LPR, he has been 'admitted' and can only be put in removal proceedings if he has a deportable offense, which he doesn't have.

Trey travels to Costa Rica for a vacation. Upon his return, the border agent pulls his record and sees that Trey is inadmissible under INA 212(a)(2), see part D . He is found to be"
text49_fixed_0007,text49,text49.md,7,fixed,512,334,"he doesn't have.

Trey travels to Costa Rica for a vacation. Upon his return, the border agent pulls his record and sees that Trey is inadmissible under INA 212(a)(2), see part D . He is found to be seeking a new admission. He is put in removal proceedings and charged with being inadmissible for the conviction.

What if upon Trey's return to the U.S., the border agent hadn't noticed anything and had just allowed him to re-enter? Now Trey is deportable under INA 237(a)(1), because he was inadmissible at his last U.S. entry. If he renews his green card or applies to naturalize, authorities may discover this and put him in removal proceedings charged with being deportable.

'Aggravated felony' (AF) is an immigration law term that refers to certain offenses that cause severe immigration damage. The AF definition at 8 USC § 1101(a)(43) includes twenty-one provisions that describe hundreds of offenses. Despite the name, the AF definition includes state offenses that are neither aggravated nor felonies. (In at least one case, it appears that a California infraction, H&amp;S C 11358(a), is an immigration 'aggravated felony.') Some offenses only become an AF if a sentence of a year or more is imposed, such as a crime of violence, perjury, or obstruction of justice. Other offenses are AFs regardless of sentence, such as drug trafficking, sexual abuse of a minor, or a crime of deceit where the loss to the victim/s exceeds $10,000. For an alphabetical list, see § N.6 Aggravated Felonies at www.ilrc.org/crimes-summaries.

7 The six exceptions that apply to a traveling LPR appear at INA 101(a)(13)(C), 8 USC 1101(a)(13)(C).

8 See, e.g., Matter of Guzman-Martinez , 25 I&amp;N Dec. 845 (BIA 2012); Matter of Rivens , 25 I&amp;N Dec. 623 (BIA 2011); and discussion at ILRC manuals such as Inadmissibility and Deportability or A Guide for Immigration Advocates, https://store.ilrc.org/publications. Special rules apply if the LPR was inadmissible only due to a conviction from before April 1, 1997. See Vartelas v. Holder , 566 U.S"
text49_fixed_0008,text49,text49.md,8,fixed,513,379,"Advocates, https://store.ilrc.org/publications. Special rules apply if the LPR was inadmissible only due to a conviction from before April 1, 1997. See Vartelas v. Holder , 566 U.S. 257 (2012).

Do not simply go by the name of the California offense to make an AF determination. For example, under the federal 'categorical approach' (see Part H below), offenses like California theft (PC 487) and burglary (PC 459/460) are not necessarily 'theft' or 'burglary' for AF purposes, because the state and federal offenses are defined differently. Instead, check the California Chart, talk to an expert, and/or do research to see if a California offense is an AF.

An AF conviction makes the person deportable, but even worse it destroys eligibility for many types of relief from deportation, including asylum and cancellation of removal. It also removes various due process protections. A few forms of relief remain available, especially if the conviction did not involve drugs. See chart of different forms of relief and their criminal bars in § N.17 Immigration Relief Toolkit at www.ilrc.org/crimes-summaries.

A conviction for a federally defined 'crime of violence' (COV) has two potential immigration penalties. First, if a sentence of a year or more is imposed, a COV conviction is an AF. 9 Second, regardless of sentence, if the COV was committed against a person protected under state or other domestic violence laws, the conviction is a deportable 'crime of domestic violence.' 10 See Part E .

An immigration COV is not the same as a California 'serious or violent' offense. Generally, the Chart will say whether an offense is an immigration COV, but here is a summary of the rules.

Statutory definition of COV; elements test. Under the categorical approach (see Part H ), a California conviction is evaluated as a COV based on its elements and the minimum conduct required for guilt (the 'categorical approach'), not the facts of the particular case.

The federal immigration definition of COV at 18 USC § 16(a) is 'an offense that has as an element the use, attempted use, or threatened use of physical force against the person or property of another.' It has been held to require intentional, oppositional, or violent physical force. 11

Physical force, offensive touching. Generally, a COV does not include an offense that can"
text49_fixed_0009,text49,text49.md,9,fixed,513,336,"threatened use of physical force against the person or property of another.' It has been held to require intentional, oppositional, or violent physical force. 11

Physical force, offensive touching. Generally, a COV does not include an offense that can be committed by de minimis force or an offensive touching , such as simple assault or battery under CA law. For that reason, no conviction of PC 243(a) or 243(e) is a COV, regardless of the underlying conduct. 12 (Still, best practice where possible is to put 'offensive touching' in the record, which may help the client if the immigration judge does not know the law - especially since the client likely will be unrepresented.)

There is one exception, created by the Supreme Court in Stokeling v. United States . If 'overcoming the resistance of the victim' is an element of the offense, then even de minimis force will be held a COV. 13 But Stokeling requires some use or threat of physical force. Sections 207 and 215 have been held not to be COV AFs partly because 'force or fear' can be committed with no force at all, for example, with a (fraudulent) threat of arrest. 14 Similarly, 236/237 and arguably 243.4 also are not COVs; see Chart.

9 INA § 101(a)(43)(F), 8 USC 1101(a)(43)(F).

10 See INA § 237(a)(2)(E)(i), 8 USC 1227(a)(2)(E)(i) and see Part E , Domestic Violence, below.

11 The definition at 18 USC 16(a) is nearly identical to the definition of COV under the federal Armed Career Criminal Act (ACCA), at 18 USC § 924(e)(2)(B)(i). Federal decisions interpreting that definition also are used to interpret a COV under immigration law, and vice versa.

12 Matter of Sanudo , 23 I&amp;N Dec. 968 (BIA 2006).

13 Stokeling v. U.S. , 586 US 73 (2019) (Florida robbery that can involve grabbing a cellphone from someone's hand is a COV). Stokeling does not apply to simple assault and battery. See Matter of Dang , 28 I&amp;N Dec. 541 (BIA 2022).

14 See, e.g., Gutierrez v."
text49_fixed_0010,text49,text49.md,10,fixed,512,308,"is a COV). Stokeling does not apply to simple assault and battery. See Matter of Dang , 28 I&amp;N Dec. 541 (BIA 2022).

14 See, e.g., Gutierrez v. Garland , 106 F.4th 866 (9th Cir. 2024) (PC 215).

Recklessness usually is not a COV, but see PC 192(a), 245(a). A COV requires intentional conduct. Negligence or no mens rea is not a COV. 15 Recklessness that is defined as conscious disregard of 'a substantial and unjustifiable risk' in 'gross deviation' from accepted standards is not a COV. 16

- Section 192(a) is a COV. The Ninth Circuit held that recklessness with a higher mens rea of 'depraved heart' or 'extreme recklessness' is a COV. It found that federal second-degree murder and voluntary manslaughter committed with that mens rea are COVs, and stated in dicta that California voluntary manslaughter, PC 192(a), is a COV as well. U.S. v. Draper, 84 F.4th 797 (9th Cir. 2023); U.S. v. Begay , 33 F.4th 1081, 1093 (9th Cir. 2022) (en banc). Removal defense advocates may investigate arguments against this statement in dicta, but defenders must conservatively assume that this is the rule.
- Section 245(a)(1) is not a COV (at least for now) . In 2026, the Ninth Circuit en banc held that PC 245(a)(1) is not a COV because it can involve recklessness. U.S. v. Gomez, No. 23-435 (9th Cir. Jan. 13, 2026) (en banc) Where possible, defenders still should try to act conservatively and obtain a sentence of 364 days or less, in case the issue goes to the Supreme Court in future. However, if a year or more cannot be avoided, PC 245 is far better than a plea to, e.g., PC 32, 136.1(b)(1), 243(d), or 422. In removal proceedings in the Ninth Circuit, advocates should assert this final ruling.

NOTE: 18 USC § 16(b) was struck down and"
text49_fixed_0011,text49,text49.md,11,fixed,511,371,"., PC 32, 136.1(b)(1), 243(d), or 422. In removal proceedings in the Ninth Circuit, advocates should assert this final ruling.

NOTE: 18 USC § 16(b) was struck down and precedent decisions reversed . The immigration definition of a COV in 18 USC 16 sets out two subsections: sections 16(a) and 16(b). The Supreme Court struck down 18 USC 16(b) as unconstitutionally vague, so that only 16(a) can be used now. 17 Section 16(b) included any felony that 'by its nature' involves a risk of violence. If you do legal research beyond what's in the Chart, read cases from 2018 and before with care, because precedent based solely on 16(b) is overturned and some felonies that were held COVs under 16(b) are no longer COVs. 18

Definition of a CIMT . An immigration CIMT has a different definition than the California law CIMT used for impeachment purposes. The Chart will analyze each offense as a CIMT and provide citations and discussion. The following is a summary of the rules in general. The categorical approach applies to CIMTs, so this analysis is based on the elements of the offense, not the facts of the case.

While 'moral turpitude' is vaguely defined, immigration law generally provides that an offense is a CIMT if it has as an element the intent to defraud; to commit theft with intent to deprive permanently or 'substantially,' but not temporarily (temporarily such as, e.g., joyriding); to cause great bodily injury or commit assault with a deadly weapon; or to commit sexual assault. An offense that requires an intentional act that necessarily creates great risk of death or serious bodily harm may be a CIMT, even if it has no element of intended or actual harm. See PC 246, VC 2800.4. An offense with an element of 'reckless disregard' of a known risk of imminent death or serious injury is a CIMT, but recklessness without those elements, and criminal negligence, are not. Some but not all offenses that require lewd intent are CIMTs. Conspiracy and attempt to commit a CIMT is a CIMT, and a serious threat to commit a violent CIMT, e.g., PC 422, also is. See individual offenses in the chart.

15 Leocal v. Ashcroft , 543 U.S."
text49_fixed_0012,text49,text49.md,12,fixed,512,336,"a CIMT is a CIMT, and a serious threat to commit a violent CIMT, e.g., PC 422, also is. See individual offenses in the chart.

15 Leocal v. Ashcroft , 543 U.S. 1 (2003) (Florida DUI with serious injury is not a COV).

16 Borden v. U.S., 593 U.S. 420, 427, 429 (2021).

17 Sessions v. Dimaya , 584 U.S. 148 (2018).

18 The same applies to the ACCA provision that corresponds to 18 USC 16(b), which also was struck down. Johnson v. US, 576 U.S. 591 (2015). See discussion of ACCA at the beginning of this section.

Penalties for a CIMT. The CIMT grounds of inadmissibility and deportability are unique in that a single CIMT conviction does not necessarily make the person deportable or inadmissible, or trigger the many other possible penalties such as being a bar to various kinds of relief, subjecting the person to mandatory detention, etc. Each penalty may have different CIMT rules . Check the rules at ILRC, All Those Rules About Crimes Involving Moral Turpitude (June 2021), www.ilrc.org/crimes-summaries.

Here are the rules as to when one or more CIMTs cause a person to become deportable or inadmissible.

Under INA 237(a)(2)(A)(i), (ii), 8 USC 1227(a)(2)(A)(i), (ii), a noncitizen is deportable who either:

- 1) is convicted of at least two CIMT's that did not arise out of the same incident (in a 'single scheme of criminal misconduct'), at any time after being admitted to the U.S., or
- 2) is convicted of one CIMT that has a potential sentence of a year or more, but only if the offense was committed within five years of admission to the U.S. in any status (or if the person never was admitted, within five years of adjustment to LPR status).
- Penal Code 18.5(a). A single California 'one year' misdemeanor conviction from on or after January 1, 2015 cannot trigger this deportation ground, because under PC 18.5(a) the misdemeanor has a potential sentence of 364 days, not a year. A felony reduced to a"
text49_fixed_0013,text49,text49.md,13,fixed,512,347,"year' misdemeanor conviction from on or after January 1, 2015 cannot trigger this deportation ground, because under PC 18.5(a) the misdemeanor has a potential sentence of 364 days, not a year. A felony reduced to a misdemeanor should be treated the same way. However, federal courts, including in immigration proceedings, will not apply PC 18.5(a) to California misdemeanor convictions from before January 1, 2015 (despite the clear language on retroactivity in the statute). See Part I , Definition of Sentence.

Under INA 212(a)(2)(A), 8 USC 1182(a)(2)(A), a noncitizen is inadmissible if they formally admit to, or are convicted of, just one CIMT. But if either of the following applies, the person is not inadmissible.

- 1) Petty offense exception: Must have committed only one CIMT, which carries a potential sentence of one year or less , and a sentence of six months or less was imposed. (Note that here a potential sentence of a year is fine; we do not have to worry about PC 18.5(a).)
- 2) Youthful offender exception: Must have committed only one CIMT, while under age 18, and the conviction (in adult criminal court) or release from imprisonment occurred at least five years ago. (This applies to youth convicted as adults. If instead the case was held in juvenile proceedings, there was no 'crime' or 'conviction' so the person is not inadmissible.)

1. Deportable crime of domestic violence (DV)
2. Civil or criminal court finding of violation of a DV stay-away order
3. Crime of child abuse (COCA)
4. Stalking
5. Pending DV Bill

The next four categories trigger deportability under the 'domestic violence' ground at INA § 212(a)(2)(E), 8 USC § 1227(a)(2)(E). For this deportation ground only, the conviction, or the conduct that violated the protective order, must have occurred after admission and after September 30, 1996. For further information on the below four categories, see ILRC, Case Update: Domestic Violence Deportation Ground (2022) at www.ilrc.org/crimes-summaries.

Note that victims of human trafficking, intimate partner violence, and sexual violence might qualify for a complete criminal defense and/or a vacatur effective for immigration purposes."
text49_fixed_0014,text49,text49.md,14,fixed,512,390,"portation Ground (2022) at www.ilrc.org/crimes-summaries.

Note that victims of human trafficking, intimate partner violence, and sexual violence might qualify for a complete criminal defense and/or a vacatur effective for immigration purposes. See Section M , below, and see ILRC, New Options for Survivors of Human Trafficking and Domestic Violence (2022) at www.ilrc.org/crimes-summaries..

To be a deportable crime of DV, the offense: (a) must be a crime of violence (COV) as defined at 18 USC § 16(a) (see discussion at Part C , above) and (b) must be committed against a person protected from the defendant's acts under state domestic violence laws or similar standards set out at 8 USC § 1227(a)(2)(E)(i).

If the conviction lacks either of these factors - it is not a COV or there is no protected relationship -- it is not a deportable crime of DV. This creates two defenses. First, plead to an offense that is not a COV. This will not be a deportable crime of DV even if it involves a protected relationship. See, e.g., PC 243(e). Or second, plead to an offense that is a COV but lacks the relationship: it is either against property, or against a specific victim with whom the defendant does not share a protected domestic relationship, e.g., the police, a neighbor, the ex-girlfriend's new girlfriend. It is not a recommended defense to try to 'hide' the relationship by pleading to a COV against a victim with a protected relationship, while creating a vague record of conviction that does not disclose the relationship. Immigration courts/DHS can look beyond the record of conviction to ascertain the identity and relationship of the victim. When pleading to a COV, do not take one year or more on a single count, or the conviction will become an aggravated felony.

A noncitizen is deportable if a civil or criminal court finds that they violated the portion of a DV protective order that is meant to protect against threats, injury, or repeated harassment. This includes a finding of any violation a DV stay-away order, no matter how minor the conduct. Do not plead to any violation of a DV stay-away order or probation condition. Instead, plead to a violation of a different part of the order (e.g., failure to attend probation meeting), or to a new offense rather than a probation violation. See discussion"
text49_fixed_0015,text49,text49.md,15,fixed,513,359,"plead to any violation of a DV stay-away order or probation condition. Instead, plead to a violation of a different part of the order (e.g., failure to attend probation meeting), or to a new offense rather than a probation violation. See discussion and defense strategies at PC 166, 273.6 in the Chart.

Conviction of a 'crime of child abuse, child neglect, or child abandonment' ('crime of child abuse' or 'COCA') also causes deportability under this statute. The BIA's definition of COCA is extremely broad, but there are some clear limits.

-An age-neutral offense is not COCA. The offense must have the minor age of a victim as an element. For example, PC 243(a) committed against a 17-year-old is not a deportable COCA. But to provide extra protection against an incorrect immigration charge, 19 defenders should not permit evidence of the victim's minor age to appear in the record of conviction.

-Not COCA if an adult can pose as the child victim. The BIA held that an offense that permits guilt if an adult police officer posed as the child is not a COCA. 20 See, e.g., PC 288.2 - 288.4

19 The BIA once held that simple battery was a crime of child abuse under the categorical approach if the record of conviction showed the victim's minor age. Matter of Velazquez-Herrera , 24 I&amp;N Dec. 503 (BIA 2008). Subsequent Supreme Court rulings make clear that the minor age must be an element of the offense, but the old case still could cause confusion. See discussion at ILRC, Case Update: Domestic Violence Deportation Ground , cited above.

20 Matter of Jimenez-Cedillo , 27 I&amp;N Dec. 782, 794 (BIA 2020).

- -DUI with child in the car. DUI with VC 23572 likely will be charged as COCA. See Chart for alternatives, such as wet reckless (or, if necessary, DUI) plus 273a(b), which is a separate offense.

-Explicit sexual conduct with a minor under age 16 is COCA. Assume that 261.5(d), 287(b)(2) (oral sex), etc. is a COCA, and also is an AF as sexual abuse of a minor. Note that the Ninth Circuit held that PC 288(c) is not COCA, although"
text49_fixed_0016,text49,text49.md,16,fixed,512,358,"5(d), 287(b)(2) (oral sex), etc. is a COCA, and also is an AF as sexual abuse of a minor. Note that the Ninth Circuit held that PC 288(c) is not COCA, although PC 288(a) is.

-Pending issues: PC 273a(a), and consensual sexual conduct with a minor under age 18, e.g., 261.5(c), 287(b)(1). At this writing, it is not clear whether these offenses will be held COCA. Defenders should act conservatively and assume that they are COCA, while removal defense advocates should argue that they are not and should appeal adverse findings to preserve the issues. See discussion in the Chart.

Conviction of a crime that meets the definition of 'stalking,' committed against any person (not just in a domestic situation), triggers this ground. The BIA found that conviction of California stalking, PC 646.9, does not trigger this deportation ground.

In January 2025, the U.S. House of Representatives passed the 'Preventing Violence Against Women by Illegal Aliens Act,' H.R. 30, 119 th Congress (2025) ('DV Bill'). The Senate did not act on this in 2025. This bill may or may not become law, or it could be amended from the current version. Stay alert for updates.

1. Immigration penalties involving controlled substances
2. Defending immigrants charged with drug offenses

Even minor drug convictions bring very harsh immigration penalties. This section will discuss the immigration penalties that apply to controlled substance (CS) convictions, admissions, and conduct, and the possible defenses in criminal and immigration proceedings. For more information, see advisories on controlled substance offenses at N.8 in www.ilrc.org/crimes-summaries.

This section will discuss 1) immigration penalties, such as the CS grounds of inadmissibility and deportability, and aggravated felonies, and 2) a quick review of defense strategies in criminal and immigration proceedings. For more defense information, see 11377 at the Chart.

Controlled Substance (CS) offenses have several immigration penalties. In each case, the California conviction or conduct must involve a CS that matches the federal definition of a CS at 21 USC § 802 (federal drug schedules). We refer to this as a 'federally defined substance'; see discussions below.

A person convicted of a so-called 'drug trafficking aggravated felony' (AF) is deport"
